0	538.4552	407.39648	511.0546	404.17032	519.4649	495.94366	527.01697	582.6451	566.2839	410.6929	564.7655	504.92044	569.655	594.36597	539.64386	356.0821	539.81396	299.39288	533.77386	276.05362	543.3886	260.8629	567.9255	316.2573	584.2889	375.3447	595.6127	429.27667	513.7907	315.0841	503.87964	370.76016	493.29636	421.5701	538.5126863593671	407.28057176591057	511.07281089221385	404.05741065711925	519.4654991904741	495.9441025475537	527.0448074621577	582.7392302721828	566.4005910825746	410.55637006633947	564.7996485559494	504.9263215753735	569.7880345986474	594.5590935036786	539.7759228950282	355.65760831232996	540.061604244735	298.2631955062052	534.0329541427003	274.50551667408894	543.7653158929677	258.96436825386286	568.303558300129	315.3150578470829	584.5617860650178	374.9793311489601	595.8004764572755	429.15669880900714	513.868406219358	314.2254915381181	503.8945065197735	370.47380898952065	493.2932093769793	421.51039397050897	0.5176761888967569	
1	538.5497	407.40884	511.15863	404.1856	519.5375	495.94504	527.00366	582.6923	566.36957	410.7024	564.8232	504.93103	569.653	594.3979	539.75757	356.10962	540.10504	299.41864	534.051	276.1693	543.4924	260.73257	567.9568	316.62714	584.33746	376.1297	594.86914	430.64334	514.0877	315.2965	502.76895	371.20322	490.8489	422.4425	538.607321653538	407.2928913094898	511.17704045586225	404.0727562086972	519.5381022958287	495.9453204066839	527.0315065879591	582.7865498978143	566.4865205993425	410.56573574022707	564.8574487016572	504.936903966418	569.7861474656247	594.5912008874697	539.8899725717465	355.685102494794	540.3544891188725	298.28888468493165	534.3119714825247	274.623135962753	543.8703953341204	258.8307669745601	568.3337588904901	315.6901219951631	584.6081822985724	375.7697082516188	595.0510500008495	430.5288768858221	514.1666918008609	314.4407085401999	502.7810998486326	370.91989541280213	490.84367004892414	422.3845289789414	0.5163190136524648	
2	538.56415	407.44147	511.14572	404.21677	519.5292	495.962	527.00305	582.71423	566.4076	410.7363	564.85645	504.97083	569.6739	594.46234	539.88336	356.16364	540.3767	299.4782	534.355	276.2862	543.603	260.62457	567.9925	316.98056	584.37775	376.7847	593.90955	431.68973	514.31323	315.45007	501.57227	371.64374	488.31427	423.12756	538.6217378752131	407.3257502636495	511.1640856760875	404.1040943643309	519.5297565391121	495.96240740337066	527.0308712769698	582.8084230026217	566.5246503294017	410.5996595092116	564.8907864663059	504.9767258646174	569.8072244038059	594.6558123613967	540.0161297360155	355.73936294027556	540.62766979724	298.34895927437225	534.6179996435445	274.7417450684507	543.9823355958105	258.72003860986047	568.3683665133395	316.0486123810068	584.6466968258586	376.4293997746896	594.0851644105384	431.58006478664623	514.3932149721212	314.59636536644086	501.5814425736514	371.36352798305626	488.3068237326913	423.07033967558436	0.5150068967250229	
3	538.60455	407.46295	511.17422	404.24377	519.54315	495.9892	527.0	582.7444	566.4584	410.75168	564.94965	504.979	569.66455	594.50903	540.02216	356.20874	540.66925	299.53116	534.6523	276.39526	543.7198	260.51428	568.03625	317.32196	584.3932	377.31015	592.7301	432.3489	514.5677	315.62024	500.38028	371.9807	485.80585	423.59866	538.6622157275225	407.3472257090894	511.19260735513734	404.131269240626	519.5438282949087	495.9895290339604	527.0278824981641	582.8387659340307	566.575508687164	410.6150956903459	564.9840847656976	504.98486638358764	569.7979077860133	594.7028700782228	540.1553461604612	355.7848766669592	540.9219797541308	298.4021456843204	534.9172843603268	274.8524806145286	544.1004558260045	258.60680999419515	568.4112482388251	316.39476619919503	584.6605827849972	376.9583834486592	592.8995359047647	432.2429507101442	514.6487175628084	314.768865571099	500.3866023051352	371.70269210902455	485.7961880362806	423.54188571805724	0.5139457161730453	
4	538.63306	407.47653	511.20377	404.26392	519.5603	496.01065	526.9973	582.7657	566.48596	410.759	564.94604	504.98392	569.68585	594.5162	540.1734	356.25272	540.974	299.58673	534.94965	276.48932	543.8574	260.4087	568.1237	317.59976	584.36914	377.6589	591.36017	432.52652	514.8193	315.7751	499.1372	372.22116	483.26367	423.8103	538.690735046094	407.3608777951214	511.22216129731146	404.1512493980016	519.5609201505364	496.0110039399311	527.0251262323153	582.8601583577416	566.6032045796646	410.6223841924284	564.9805232770087	504.98977215259873	569.8192682327531	594.710165442343	540.3070204383339	355.8288118961433	541.2285611384582	298.4580917029948	535.2166550780131	274.9478857471857	544.2396712749065	258.4983606175549	568.4982992479222	316.67603067741675	584.6353450855916	377.30973441655726	591.5235877790776	432.4231726251853	514.9014280969398	314.9255609105113	499.1406353379164	371.9443639933006	483.2516440347264	423.75308963388414	0.5132389731634235	
5	538.6286	407.48105	511.20404	404.26718	519.5678	496.01874	527.0041	582.7729	566.4773	410.76492	564.99084	504.9768	569.6922	594.5298	540.32355	356.28873	541.2942	299.6306	535.2894	276.58005	544.0079	260.2987	568.25146	317.80212	584.2965	377.8147	589.82587	432.17944	515.066	315.87555	497.89725	372.3556	480.74585	423.72403	538.686279939497	407.365427405166	511.22247222435226	404.1545071673832	519.5684571697175	496.0191165831506	527.0319481594386	582.8672731834778	566.5944895149474	410.62828850005343	565.0253869917387	504.9827284781198	569.8257172491399	594.7236632311196	540.4576445990964	355.8650285867092	541.5506833679104	298.50205056166135	535.5587623905411	275.039795562618	544.3917391759918	258.3855316014708	568.6261021328814	316.8810476389911	584.5619305957397	377.4667984813126	589.9836797030729	432.07746129343144	515.1492627801537	315.02725708398583	497.8977429284207	372.0797238695416	480.73126357335207	423.66559798634967	0.5128227098424885	
6	538.6895	407.47684	511.25793	404.26373	519.5947	496.02557	526.99585	582.7757	566.5443	410.7595	565.00995	504.9786	569.70044	594.53644	540.4715	356.31262	541.61237	299.6591	535.5728	276.64758	544.1525	260.18417	568.4252	317.91104	584.1531	377.76013	588.1141	431.2928	515.2789	315.91672	496.65668	372.37115	478.2886	423.3291	538.7473407033699	407.361071724105	511.27642538219624	404.15110043184154	519.5953559088114	496.02603099410624	527.0237200985954	582.8702030397964	566.66172293707	410.6228710721365	565.0445499272098	504.9844886618115	569.8339602061905	594.7305297921654	540.6061018534831	355.8890030450076	541.8708161312315	298.5304270482162	535.8441170079786	275.10819700147545	544.5380437314606	258.2678525366763	568.8006360423249	316.99083397322477	584.4179345741009	377.41231091834214	588.2667676012699	431.19088681990456	515.3631506751842	315.0689650081299	496.65428323659853	372.09497233186516	478.27119311661085	423.26853567859024	0.5129189068874231	
7	538.7197	407.46213	511.2908	404.24445	519.61505	496.02228	526.9896	582.7659	566.5719	410.74936	565.0199	504.97232	569.7069	594.53345	540.6165	356.32724	541.9276	299.6762	535.85803	276.70996	544.3169	260.0813	568.6272	317.93417	583.93146	377.51276	586.2639	429.9027	515.4793	315.92987	495.41458	372.282	475.8905	422.63342	538.7775743785535	407.34620981787646	511.309368834026	404.13172105925287	519.6157261311873	496.02265031800624	527.017457115029	582.8604682071481	566.6894244899156	410.61261398798257	565.0545583592798	504.97814474082463	569.8404475701743	594.727535312737	540.751633966353	355.9033306392088	542.1880132406396	298.54715381409756	536.131350687964	275.1711921037403	544.7041084482598	258.16232742829504	569.0038876617684	317.0136858014391	584.1959620510311	377.1636323610727	586.412040460191	429.7994828100215	515.5646229996213	315.08225761511625	495.4092479008088	372.0049891438065	475.87015500752693	422.5700305001746	0.5133507893160548	
8	538.7368	407.43817	511.3152	404.21216	519.6268	496.01184	526.97943	582.7463	566.58234	410.73398	565.0127	504.96158	569.7133	594.5218	540.7873	356.3326	542.20056	299.68225	536.136	276.74533	544.47064	259.9696	568.81647	317.89374	583.6215	377.09668	584.30756	428.0898	515.6469	315.92313	494.21722	372.11322	473.68613	421.70337	538.7947078972961	407.32212816760074	511.33379724631084	404.09927470221714	519.627412445383	496.0122635653066	527.0072583880415	582.8407173806991	566.6999286877584	410.59713711242233	565.0472826560398	504.9675387928332	569.8468954366335	594.7157234686075	540.9230316401295	355.9086470144091	542.4627017701386	298.5526848111408	536.4113370329869	275.2068666155185	544.859627424071	258.04750240898716	569.1945466495829	316.9719402129009	583.8857071101368	376.74554391370225	584.451696945842	427.9841700839662	515.7330234258693	315.07518793901124	494.20904521904106	371.83470741203735	473.6626186498879	421.6362548310536	0.5140908377298353	
9	538.76807	407.4141	511.3514	404.17914	519.65906	496.00418	526.96857	582.7224	566.6091	410.7189	564.9995	504.95645	569.7211	594.5109	540.95276	356.33594	542.4691	299.68506	536.41516	276.77106	544.6458	259.85742	569.0036	317.82578	583.21735	376.5777	582.23035	425.9297	515.78	315.87778	493.0826	371.86487	471.67227	420.59665	538.8260519992743	407.2979908136522	511.3700273965369	404.06626073059124	519.6596693580234	496.004425916193	526.9963436799078	582.81680240418	566.7267532156876	410.5820591790028	565.0340461923771	504.96232043125116	569.8547158495973	594.7048368407595	541.089096880596	355.9117915981261	542.7329637177949	298.55490416456354	536.6925709634851	275.2326213275082	545.0366557547613	257.9323394475722	569.3831710615522	316.90249031174983	583.4810152086292	376.2238609054591	582.3708987325057	425.8206441298495	515.8669048077636	315.0292697478335	493.07165363233247	371.58442733516017	471.64557152556625	420.52547811010754	0.5149957288576674	
